OrderNumber,OrderItem,YEAR,MONTH,Date,Customer,CustDescr,City,SalesOrg,Country,Product,ProdDescr,ProdCat,CatDescr,Division,SalesQuantity,UnitOfMeasure,Currency,Revenue,Discount,Revenue USD,Discount USD,Costs in USD
108129,50,2012,8,8/16/2012,15000,Bavaria Bikes,München,DS00,DE,ELBK1000,E-Bike Tailwind,EBI,E Bike,BI,6,ST,EUR,22440.42,1122.03,27728.18,1386.42,17424.9
108129,60,2012,8,8/16/2012,15000,Bavaria Bikes,München,DS00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,3,ST,EUR,50.48,2.52,62.37,3.11,31.35
108129,70,2012,8,8/16/2012,15000,Bavaria Bikes,München,DS00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,4,ST,EUR,6358.11,317.91,7856.31,392.82,4414.32
108130,10,2012,8,8/16/2012,16000,Capital Bikes,Berlin,DN00,DE,KPAD1000,Knee Pads,ACC,Accessoire,AS,4,ST,EUR,280.52,8.41,346.62,10.39,174.24
108130,20,2012,8,8/16/2012,16000,Capital Bikes,Berlin,DN00,DE,FXGR1000,Edel Fixie,TRE,Trend Bike,BI,5,ST,EUR,5610.13,168.3,6932.08,207.96,3194.55
108130,30,2012,8,8/16/2012,16000,Capital Bikes,Berlin,DN00,DE,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,10,ST,EUR,37400.69,1122.02,46213.63,1386.41,25556.5
108130,40,2012,8,8/16/2012,16000,Capital Bikes,Berlin,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,9,ST,EUR,235.66,7.07,291.19,8.74,146.34
108131,10,2012,8,8/16/2012,19000,Fahrpott,Bochum,DN00,DE,ELBK1000,E-Bike Tailwind,EBI,E Bike,BI,5,ST,EUR,18700.35,0,23106.82,0,14520.75
108131,20,2012,8,8/16/2012,19000,Fahrpott,Bochum,DN00,DE,PRTR1000,Professional Touring Bike-Black,TOU,Touring Bike,BI,7,ST,EUR,20944.42,0,25879.67,0,12197.43
108131,30,2012,8,8/16/2012,19000,Fahrpott,Bochum,DN00,DE,SHRT1000,T-shirt,ACC,Accessoire,AS,3,ST,EUR,84.16,0,103.99,0,52.26
108131,40,2012,8,8/16/2012,19000,Fahrpott,Bochum,DN00,DE,FXGR1000,Edel Fixie,TRE,Trend Bike,BI,5,ST,EUR,5610.13,0,6932.08,0,3194.55
108131,50,2012,8,8/16/2012,19000,Fahrpott,Bochum,DN00,DE,RKIT1000,Repair Kit,ACC,Accessoire,AS,3,ST,EUR,89.77,0,110.92,0,55.77
108131,60,2012,8,8/16/2012,19000,Fahrpott,Bochum,DN00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,4,ST,EUR,6358.11,0,7856.31,0,4646.64
108132,10,2012,8,8/16/2012,23000,Red Light Bikes,Hamburg,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,4,ST,EUR,104.74,3.14,129.42,3.88,65.04
108132,20,2012,8,8/16/2012,23000,Red Light Bikes,Hamburg,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,4,ST,EUR,104.74,3.14,129.42,3.88,65.04
108132,30,2012,8,8/16/2012,23000,Red Light Bikes,Hamburg,DN00,DE,OHMT1000,Off Road Helmet,ACC,Accessoire,AS,5,ST,EUR,233.75,7.02,288.83,8.67,145.2
108132,40,2012,8,8/16/2012,23000,Red Light Bikes,Hamburg,DN00,DE,OHMT1000,Off Road Helmet,ACC,Accessoire,AS,3,ST,EUR,140.25,4.21,173.3,5.2,87.12
108132,50,2012,8,8/16/2012,23000,Red Light Bikes,Hamburg,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,6,ST,EUR,157.11,4.72,194.13,5.83,97.56
108132,60,2012,8,8/16/2012,23000,Red Light Bikes,Hamburg,DN00,DE,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,9,ST,EUR,33660.62,1009.82,41592.26,1247.77,23000.85
108133,10,2012,8,8/16/2012,23000,Red Light Bikes,Hamburg,DN00,DE,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,11,ST,EUR,32912.66,987.38,40668.06,1220.04,19167.39
108133,20,2012,8,8/16/2012,23000,Red Light Bikes,Hamburg,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,9,ST,EUR,235.66,7.07,291.19,8.74,146.34
108133,30,2012,8,8/16/2012,23000,Red Light Bikes,Hamburg,DN00,DE,ELBK1000,E-Bike Tailwind,EBI,E Bike,BI,4,ST,EUR,14960.28,448.81,18485.46,554.57,11616.6
108133,40,2012,8,8/16/2012,23000,Red Light Bikes,Hamburg,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,5,ST,EUR,7947.64,238.43,9820.39,294.61,5517.9
108134,10,2012,8,8/16/2012,23000,Red Light Bikes,Hamburg,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,1,ST,EUR,26.18,0.79,32.35,0.98,16.26
108134,20,2012,8,8/16/2012,23000,Red Light Bikes,Hamburg,DN00,DE,PRRD3000,Road Bike Carbon Campagnolo,ROB,Roadbike,BI,10,ST,EUR,42075.83,1262.27,51990.4,1559.71,31364.8
108134,30,2012,8,8/16/2012,23000,Red Light Bikes,Hamburg,DN00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,6,ST,EUR,100.96,3.03,124.75,3.74,62.7
108134,40,2012,8,8/16/2012,23000,Red Light Bikes,Hamburg,DN00,DE,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,9,ST,EUR,33660.62,1009.82,41592.26,1247.77,23000.85
108134,50,2012,8,8/16/2012,23000,Red Light Bikes,Hamburg,DN00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,3,ST,EUR,112.2,3.36,138.64,4.15,69.69
108134,60,2012,8,8/16/2012,23000,Red Light Bikes,Hamburg,DN00,DE,RHMT1000,Road Helmet,ACC,Accessoire,AS,8,ST,EUR,373.99,11.22,462.12,13.86,232.32
108135,10,2012,8,8/17/2012,16000,Capital Bikes,Berlin,DN00,DE,RKIT1000,Repair Kit,ACC,Accessoire,AS,4,ST,EUR,119.7,3.59,147.4,4.42,74.36
108135,20,2012,8,8/17/2012,16000,Capital Bikes,Berlin,DN00,DE,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,6,ST,EUR,22440.42,673.21,27632.58,828.97,15333.9
108135,30,2012,8,8/17/2012,16000,Capital Bikes,Berlin,DN00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,3,ST,EUR,112.19,3.37,138.15,4.15,69.69
108135,40,2012,8,8/17/2012,16000,Capital Bikes,Berlin,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,4,ST,EUR,104.71,3.14,128.94,3.87,65.04
108135,50,2012,8,8/17/2012,16000,Capital Bikes,Berlin,DN00,DE,RHMT1000,Road Helmet,ACC,Accessoire,AS,2,ST,EUR,93.51,2.81,115.15,3.46,58.08
108136,10,2012,8,8/17/2012,19000,Fahrpott,Bochum,DN00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,1,ST,EUR,37.4,0,46.05,0,23.23
108136,20,2012,8,8/17/2012,19000,Fahrpott,Bochum,DN00,DE,ORMN1000,Men's Off Road Bike Fully,ORB,Offroad Bike,BI,5,ST,EUR,11220.19,0,13816.27,0,6969.95
108136,30,2012,8,8/17/2012,19000,Fahrpott,Bochum,DN00,DE,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,5,ST,EUR,18700.35,0,23027.15,0,12778.25
108136,40,2012,8,8/17/2012,19000,Fahrpott,Bochum,DN00,DE,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,10,ST,EUR,29920.53,0,36843.41,0,17424.9
108136,50,2012,8,8/17/2012,19000,Fahrpott,Bochum,DN00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,4,ST,EUR,149.59,0,184.2,0,92.92
108136,60,2012,8,8/17/2012,19000,Fahrpott,Bochum,DN00,DE,BOTL1000,Water Bottle,ACC,Accessoire,AS,6,ST,EUR,112.23,0,138.2,0,69.72
108137,10,2012,8,8/17/2012,19000,Fahrpott,Bochum,DN00,DE,RKIT1000,Repair Kit,ACC,Accessoire,AS,2,ST,EUR,59.85,0,73.7,0,37.18
108137,20,2012,8,8/17/2012,19000,Fahrpott,Bochum,DN00,DE,RKIT1000,Repair Kit,ACC,Accessoire,AS,4,ST,EUR,119.7,0,147.4,0,74.36
108137,30,2012,8,8/17/2012,19000,Fahrpott,Bochum,DN00,DE,DXTR3000,Deluxe Touring Bike-Red,TOU,Touring Bike,BI,3,ST,EUR,8415.16,0,10362.22,0,4878.99
108137,40,2012,8,8/17/2012,19000,Fahrpott,Bochum,DN00,DE,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,2,ST,EUR,2992.06,0,3684.35,0,2090.98
108137,50,2012,8,8/17/2012,19000,Fahrpott,Bochum,DN00,DE,PRRD2000,Road Bike Carbon SRAM,ROB,Roadbike,BI,6,ST,EUR,23562.42,0,29014.19,0,16379.4
108137,60,2012,8,8/17/2012,19000,Fahrpott,Bochum,DN00,DE,BOTL1000,Water Bottle,ACC,Accessoire,AS,2,ST,EUR,37.41,0,46.07,0,23.24
108138,10,2012,8,8/17/2012,24000,Velodrom,Magdeburg,DN00,DE,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,1,ST,EUR,3740.07,0,4605.43,0,2555.65
108138,20,2012,8,8/17/2012,24000,Velodrom,Magdeburg,DN00,DE,DXTR1000,Deluxe Touring Bike-Black,TOU,Touring Bike,BI,6,ST,EUR,16830.31,0,20724.43,0,9757.98
108138,30,2012,8,8/17/2012,24000,Velodrom,Magdeburg,DN00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,2,ST,EUR,33.66,0,41.45,0,20.9
108138,40,2012,8,8/17/2012,24000,Velodrom,Magdeburg,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,4,ST,EUR,104.71,0,128.94,0,65.04
108138,50,2012,8,8/17/2012,24000,Velodrom,Magdeburg,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,1,ST,EUR,26.18,0,32.24,0,16.26
108138,60,2012,8,8/17/2012,24000,Velodrom,Magdeburg,DN00,DE,PRRD2000,Road Bike Carbon SRAM,ROB,Roadbike,BI,6,ST,EUR,23562.42,0,29014.19,0,16379.4
108138,70,2012,8,8/17/2012,24000,Velodrom,Magdeburg,DN00,DE,EPAD1000,Elbow Pads,ACC,Accessoire,AS,4,ST,EUR,280.51,0,345.41,0,174.24
108139,10,2012,8,8/18/2012,18000,Drahtesel,Leipzig,DN00,DE,ELBK1000,E-Bike Tailwind,EBI,E Bike,BI,8,ST,EUR,29920.55,0,36843.43,0,23233.2
108140,10,2012,8,8/18/2012,19000,Fahrpott,Bochum,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,3,ST,EUR,4768.6,0,5871.94,0,3310.74
108140,20,2012,8,8/18/2012,19000,Fahrpott,Bochum,DN00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,4,ST,EUR,149.59,0,184.2,0,92.92
108141,10,2012,8,8/18/2012,20000,Neckarrad,Heidelberg,DS00,DE,RKIT1000,Repair Kit,ACC,Accessoire,AS,7,ST,EUR,209.47,6.28,257.94,7.73,130.13
108141,20,2012,8,8/18/2012,20000,Neckarrad,Heidelberg,DS00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,8,ST,EUR,12716.26,381.49,15658.49,469.76,8828.64
108141,30,2012,8,8/18/2012,20000,Neckarrad,Heidelberg,DS00,DE,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,1,ST,EUR,1496.03,44.88,1842.17,55.26,1045.49
108141,40,2012,8,8/18/2012,20000,Neckarrad,Heidelberg,DS00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,5,ST,EUR,130.89,3.93,161.17,4.84,81.3
108141,50,2012,8,8/18/2012,20000,Neckarrad,Heidelberg,DS00,DE,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,12,ST,EUR,33660.62,1009.81,41448.86,1243.46,19515.96
108141,60,2012,8,8/18/2012,20000,Neckarrad,Heidelberg,DS00,DE,ORMN1000,Men's Off Road Bike Fully,ORB,Offroad Bike,BI,8,ST,EUR,17952.3,538.57,22106.02,663.18,11151.92
108141,70,2012,8,8/18/2012,20000,Neckarrad,Heidelberg,DS00,DE,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,7,ST,EUR,19635.36,589.07,24178.5,725.37,11384.31
108141,80,2012,8,8/18/2012,20000,Neckarrad,Heidelberg,DS00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,1,ST,EUR,26.18,0.79,32.24,0.97,16.26
108142,10,2012,8,8/18/2012,22000,Rädlelland,Stuttgart,DS00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,9,ST,EUR,14305.79,429.17,17615.8,528.47,9932.22
108142,20,2012,8,8/18/2012,22000,Rädlelland,Stuttgart,DS00,DE,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,1,ST,EUR,2992.05,89.76,3684.34,110.53,1742.49
108142,30,2012,8,8/18/2012,22000,Rädlelland,Stuttgart,DS00,DE,BOTL1000,Water Bottle,ACC,Accessoire,AS,5,ST,EUR,93.52,2.81,115.16,3.46,58.1
108143,10,2012,8,8/19/2012,13000,Airport Bikes,Frankfurt,DS00,DE,DXTR1000,Deluxe Touring Bike-Black,TOU,Touring Bike,BI,3,ST,EUR,8415.16,252.45,10362.22,310.86,4878.99
108143,20,2012,8,8/19/2012,13000,Airport Bikes,Frankfurt,DS00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,6,ST,EUR,100.98,3.02,124.34,3.72,62.7
108143,30,2012,8,8/19/2012,13000,Airport Bikes,Frankfurt,DS00,DE,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,4,ST,EUR,5984.13,179.53,7368.71,221.07,4181.96
108143,40,2012,8,8/19/2012,13000,Airport Bikes,Frankfurt,DS00,DE,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,6,ST,EUR,17952.32,538.57,22106.05,663.18,10454.94
108143,50,2012,8,8/19/2012,13000,Airport Bikes,Frankfurt,DS00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,5,ST,EUR,7947.66,238.43,9786.55,293.6,5517.9
108143,60,2012,8,8/19/2012,13000,Airport Bikes,Frankfurt,DS00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,8,ST,EUR,209.42,6.28,257.87,7.73,130.08
108143,70,2012,8,8/19/2012,13000,Airport Bikes,Frankfurt,DS00,DE,ORWN1000,Women's Off Road Bike Fully,ORB,Offroad Bike,BI,6,ST,EUR,14025.29,420.76,17270.4,518.11,8712.48
108143,80,2012,8,8/19/2012,13000,Airport Bikes,Frankfurt,DS00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,2,ST,EUR,33.66,1,41.45,1.23,20.9
108144,10,2012,8,8/19/2012,15000,Bavaria Bikes,München,DS00,DE,PRRD3000,Road Bike Carbon Campagnolo,ROB,Roadbike,BI,2,ST,EUR,8415.17,420.76,10362.23,518.11,6272.96
108144,20,2012,8,8/19/2012,15000,Bavaria Bikes,München,DS00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,1,ST,EUR,26.18,1.31,32.24,1.61,16.26
108144,30,2012,8,8/19/2012,15000,Bavaria Bikes,München,DS00,DE,SHRT1000,T-shirt,ACC,Accessoire,AS,2,ST,EUR,56.1,2.81,69.08,3.46,34.84
108144,40,2012,8,8/19/2012,15000,Bavaria Bikes,München,DS00,DE,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,5,ST,EUR,14960.27,748.02,18421.71,921.09,8712.45
108145,10,2012,8,8/19/2012,15000,Bavaria Bikes,München,DS00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,10,ST,EUR,261.78,13.09,322.35,16.12,162.6
108145,20,2012,8,8/19/2012,15000,Bavaria Bikes,München,DS00,DE,ORWN1000,Women's Off Road Bike Fully,ORB,Offroad Bike,BI,14,ST,EUR,32725.68,1636.29,40297.6,2014.89,20329.12
108145,30,2012,8,8/19/2012,15000,Bavaria Bikes,München,DS00,DE,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,5,ST,EUR,18700.35,935.02,23027.15,1151.36,12778.25
108145,40,2012,8,8/19/2012,15000,Bavaria Bikes,München,DS00,DE,ELBK1000,E-Bike Tailwind,EBI,E Bike,BI,8,ST,EUR,29920.55,1496.03,36843.43,1842.17,23233.2
108145,50,2012,8,8/19/2012,15000,Bavaria Bikes,München,DS00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,10,ST,EUR,168.31,8.42,207.25,10.37,104.5
108145,60,2012,8,8/19/2012,15000,Bavaria Bikes,München,DS00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,9,ST,EUR,235.6,11.78,290.11,14.51,146.34
108145,70,2012,8,8/19/2012,15000,Bavaria Bikes,München,DS00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,11,ST,EUR,185.14,9.25,227.98,11.39,114.95
108146,10,2012,8,8/19/2012,16000,Capital Bikes,Berlin,DN00,DE,DXRD2000,Road Bike Alu SRAM,ROB,Roadbike,BI,4,ST,EUR,6171.11,185.14,7598.95,227.98,4414.32
108146,20,2012,8,8/19/2012,16000,Capital Bikes,Berlin,DN00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,8,ST,EUR,299.19,8.98,368.42,11.06,185.84
108146,30,2012,8,8/19/2012,16000,Capital Bikes,Berlin,DN00,DE,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,5,ST,EUR,14025.26,420.76,17270.36,518.11,8131.65
108147,10,2012,8,8/19/2012,17000,Cruiser Bikes,Hannover,DN00,DE,ELBK1000,E-Bike Tailwind,EBI,E Bike,BI,5,ST,EUR,18700.35,561.01,23027.15,690.81,14520.75
108147,20,2012,8,8/19/2012,17000,Cruiser Bikes,Hannover,DN00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,8,ST,EUR,12716.26,381.49,15658.49,469.76,9293.28
108147,30,2012,8,8/19/2012,17000,Cruiser Bikes,Hannover,DN00,DE,ORMN1000,Men's Off Road Bike Fully,ORB,Offroad Bike,BI,4,ST,EUR,8976.15,269.28,11053.01,331.58,5575.96
108147,40,2012,8,8/19/2012,17000,Cruiser Bikes,Hannover,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,4,ST,EUR,6358.13,190.75,7829.25,234.88,4414.32
108147,50,2012,8,8/19/2012,17000,Cruiser Bikes,Hannover,DN00,DE,BOTL1000,Water Bottle,ACC,Accessoire,AS,3,ST,EUR,56.11,1.69,69.09,2.08,34.86
108147,60,2012,8,8/19/2012,17000,Cruiser Bikes,Hannover,DN00,DE,CITY1000,City Max,TRE,Trend Bike,BI,2,ST,EUR,2805.06,84.15,3454.08,103.62,1626.32
108147,70,2012,8,8/19/2012,17000,Cruiser Bikes,Hannover,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,5,ST,EUR,7947.66,238.43,9786.55,293.6,5517.9
108147,80,2012,8,8/19/2012,17000,Cruiser Bikes,Hannover,DN00,DE,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,9,ST,EUR,26928.48,807.86,33159.07,994.78,15682.41
108147,90,2012,8,8/19/2012,17000,Cruiser Bikes,Hannover,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,6,ST,EUR,157.07,4.71,193.41,5.8,97.56
108148,10,2012,8,8/19/2012,18000,Drahtesel,Leipzig,DN00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,6,ST,EUR,100.98,0,124.34,0,62.7
108148,20,2012,8,8/19/2012,18000,Drahtesel,Leipzig,DN00,DE,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,3,ST,EUR,8976.16,0,11053.02,0,5227.47
108148,30,2012,8,8/19/2012,18000,Drahtesel,Leipzig,DN00,DE,PRRD2000,Road Bike Carbon SRAM,ROB,Roadbike,BI,6,ST,EUR,23562.42,0,29014.19,0,16379.4
108148,40,2012,8,8/19/2012,18000,Drahtesel,Leipzig,DN00,DE,PRTR1000,Professional Touring Bike-Black,TOU,Touring Bike,BI,7,ST,EUR,20944.37,0,25790.38,0,12197.43
108148,50,2012,8,8/19/2012,18000,Drahtesel,Leipzig,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,9,ST,EUR,235.6,0,290.11,0,146.34
108148,60,2012,8,8/19/2012,18000,Drahtesel,Leipzig,DN00,DE,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,3,ST,EUR,11220.21,0,13816.29,0,7666.95
108149,10,2012,8,8/19/2012,23000,Red Light Bikes,Hamburg,DN00,DE,OHMT1000,Off Road Helmet,ACC,Accessoire,AS,9,ST,EUR,420.8,12.62,518.16,15.54,261.36
108149,20,2012,8,8/19/2012,23000,Red Light Bikes,Hamburg,DN00,DE,EPAD1000,Elbow Pads,ACC,Accessoire,AS,4,ST,EUR,280.51,8.42,345.41,10.37,174.24
108150,10,2012,8,8/19/2012,24000,Velodrom,Magdeburg,DN00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,5,ST,EUR,186.99,0,230.25,0,116.15
108150,20,2012,8,8/19/2012,24000,Velodrom,Magdeburg,DN00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,1,ST,EUR,1589.53,0,1957.31,0,1161.66
108150,30,2012,8,8/19/2012,24000,Velodrom,Magdeburg,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,9,ST,EUR,14305.79,0,17615.8,0,9932.22
108150,40,2012,8,8/19/2012,24000,Velodrom,Magdeburg,DN00,DE,ORWN1000,Women's Off Road Bike Fully,ORB,Offroad Bike,BI,7,ST,EUR,16362.84,0,20148.8,0,10164.56
108150,50,2012,8,8/19/2012,24000,Velodrom,Magdeburg,DN00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,6,ST,EUR,100.98,0,124.34,0,62.7
108151,10,2012,8,8/20/2012,23000,Red Light Bikes,Hamburg,DN00,DE,PRTR3000,Professional Touring Bike-Red,TOU,Touring Bike,BI,3,ST,EUR,8976.18,269.28,11077.6,332.32,5227.47
108151,20,2012,8,8/20/2012,23000,Red Light Bikes,Hamburg,DN00,DE,SHRT1000,T-shirt,ACC,Accessoire,AS,5,ST,EUR,140.25,4.21,173.08,5.2,87.1
108152,10,2012,8,8/20/2012,24000,Velodrom,Magdeburg,DN00,DE,DXTR1000,Deluxe Touring Bike-Black,TOU,Touring Bike,BI,4,ST,EUR,11220.21,0,13846.98,0,6505.32
108152,20,2012,8,8/20/2012,24000,Velodrom,Magdeburg,DN00,DE,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,2,ST,EUR,5610.1,0,6923.49,0,3252.66
108152,30,2012,8,8/20/2012,24000,Velodrom,Magdeburg,DN00,DE,PRTR1000,Professional Touring Bike-Black,TOU,Touring Bike,BI,3,ST,EUR,8976.18,0,11077.6,0,5227.47
108153,10,2012,8,8/21/2012,14000,Alster Cycling,Hamburg,DN00,DE,DXRD2000,Road Bike Alu SRAM,ROB,Roadbike,BI,7,ST,EUR,10799.46,323.98,13467.34,404.02,7725.06
108153,20,2012,8,8/21/2012,14000,Alster Cycling,Hamburg,DN00,DE,BOTL1000,Water Bottle,ACC,Accessoire,AS,7,ST,EUR,130.89,3.92,163.22,4.89,81.34
108153,30,2012,8,8/21/2012,14000,Alster Cycling,Hamburg,DN00,DE,DXRD2000,Road Bike Alu SRAM,ROB,Roadbike,BI,7,ST,EUR,10799.46,323.98,13467.34,404.02,7725.06
108153,40,2012,8,8/21/2012,14000,Alster Cycling,Hamburg,DN00,DE,ORWN1000,Women's Off Road Bike Fully,ORB,Offroad Bike,BI,9,ST,EUR,21037.94,631.14,26235.12,787.06,13068.72
108153,50,2012,8,8/21/2012,14000,Alster Cycling,Hamburg,DN00,DE,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,6,ST,EUR,22440.42,673.21,27984.06,839.52,15333.9
108153,60,2012,8,8/21/2012,14000,Alster Cycling,Hamburg,DN00,DE,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,7,ST,EUR,19635.36,589.06,24486.05,734.58,11384.31
108153,70,2012,8,8/21/2012,14000,Alster Cycling,Hamburg,DN00,DE,RHMT1000,Road Helmet,ACC,Accessoire,AS,8,ST,EUR,373.97,11.21,466.35,13.98,232.32
108154,10,2012,8,8/21/2012,15000,Bavaria Bikes,München,DS00,DE,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,5,ST,EUR,18700.35,935.02,23320.05,1166.01,12778.25
108154,20,2012,8,8/21/2012,15000,Bavaria Bikes,München,DS00,DE,SHRT1000,T-shirt,ACC,Accessoire,AS,4,ST,EUR,112.19,5.61,139.91,7,69.68
108154,30,2012,8,8/21/2012,15000,Bavaria Bikes,München,DS00,DE,DXTR3000,Deluxe Touring Bike-Red,TOU,Touring Bike,BI,4,ST,EUR,11220.21,561.01,13992.03,699.6,6505.32
108154,40,2012,8,8/21/2012,15000,Bavaria Bikes,München,DS00,DE,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,1,ST,EUR,2805.05,140.25,3498,174.9,1626.33
108155,10,2012,8,8/21/2012,19000,Fahrpott,Bochum,DN00,DE,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,2,ST,EUR,7480.14,0,9328.02,0,5111.3
108155,20,2012,8,8/21/2012,19000,Fahrpott,Bochum,DN00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,3,ST,EUR,50.5,0,62.98,0,31.35
108155,30,2012,8,8/21/2012,19000,Fahrpott,Bochum,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,1,ST,EUR,1589.53,0,1982.2,0,1103.58
108155,40,2012,8,8/21/2012,19000,Fahrpott,Bochum,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,6,ST,EUR,157.09,0,195.9,0,97.56
108156,10,2012,8,8/21/2012,23000,Red Light Bikes,Hamburg,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,4,ST,EUR,6358.11,190.75,7928.81,237.87,4414.32
108156,20,2012,8,8/21/2012,23000,Red Light Bikes,Hamburg,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,9,ST,EUR,14305.74,429.17,17839.81,535.19,9932.22
108156,30,2012,8,8/21/2012,23000,Red Light Bikes,Hamburg,DN00,DE,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,6,ST,EUR,16830.31,504.91,20988.04,629.64,9757.98
108157,10,2012,8,8/22/2012,14000,Alster Cycling,Hamburg,DN00,DE,DXTR1000,Deluxe Touring Bike-Black,TOU,Touring Bike,BI,4,ST,EUR,11220.21,336.6,13993.78,419.81,6505.32
